dataset,run_index,issuekey_xi,issuekey_xj,title_xi,description_xi,title_xj,description_xj,predicted_Yi,actual_Yi,storypoint_xi,storypoint_xj,request_started_at,request_finished_at,request_runtime_seconds,raw_response
duracloud,5,DURACLOUD-936,DURACLOUD-869,Durastore incorrectly reports duplicate space.,"To reproduce the issue:     1. create a space called ""my-space""  2. create a space called ""my.space""  3. the second call should fail and report a duplicate space.    Note that performing the above calls in reverse order succeeds.    Finally,  after performing call in reverse order, notice that deleting the my.space  results in both my.space and my-space being deleted.",Sync Tool: add content ID prefix option,"In a discussion with NCDCR, they noted that they would like to be able to break up their data set, and perform syncs at lower levels in their path hierarchy, but are prevented from doing so because they would like the full directory path to be included in the content ID. Currently, the only way to do this is (in a Windows environment) to either run the Sync/Upload tool from a high level directory, or move content around. Moving content around, in their production storage system is not practical.  The new feature requested to resolve this problem: Allow for a prefix option, that would be prepended on all content items being transferred.  To keep this simple, the prefix provided would apply to all files in all specified content directories.",-1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:35Z,835.683,"{""Decision"": -1}"
duracloud,5,DURACLOUD-869,DURACLOUD-904,Sync Tool: add content ID prefix option,"In a discussion with NCDCR, they noted that they would like to be able to break up their data set, and perform syncs at lower levels in their path hierarchy, but are prevented from doing so because they would like the full directory path to be included in the content ID. Currently, the only way to do this is (in a Windows environment) to either run the Sync/Upload tool from a high level directory, or move content around. Moving content around, in their production storage system is not practical.  The new feature requested to resolve this problem: Allow for a prefix option, that would be prepended on all content items being transferred.  To keep this simple, the prefix provided would apply to all files in all specified content directories.",SyncTool: Make sure files restored from change list on re-start are in the current set of content directories,"An issue reported by NCDCR:  The SyncTool performed a restart and picked up an old change list file even though the set of content directories was completely different. This happened because the SyncTool was started (writing the config) then killed before the old change list could be overwritten. On the next run, the config matched, so a restarted was carried out, pulling in change list files which really should have been ignored.    To fix this problem, the proposal is add a check on restart, just after the change list is read in, to remove any files from the change list that don't actually exist in the list of content directories.",1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:36Z,836.491,"{""Decision"": 1}"
duracloud,5,DURACLOUD-858,DURACLOUD-1024,Upgrade to tomcat7,,"In the CleanUpSnapshotTask,  read all items before generating delete messages","Currently the CleanupSnapshot task streams manifest items using a streaming iterator.  For each item, a  delete audit message is generated.  Under the covers the manifest item streamer pulls items in 10K item pages.   If the manifest processor in the mill begins working the list before all pages have been pulled,  the manifest streamer will miss some records.    To resolve,  write entire list of content Ids to file before generating audit tasks.",-1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:36Z,836.495,"{""Decision"": -1}"
duracloud,5,DURACLOUD-1004,DURACLOUD-991,Remove duracloud user and password from GlobalProperties in Management Console,,Setup Bit integrity producer to run automatically,"It would be beneficial to rerun failed bit integrity runs in order to reduce the time spent managing bit integrity failures.     To achieve this end we must  1. Ensure that if an instance of the producer is currently running, do not run.  2.  modify the bit integrity producer to ignore any space that has run successfully within the last 60 days.",-1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:37Z,837.446,"{""Decision"": -1}"
duracloud,5,DURACLOUD-1024,DURACLOUD-989,"In the CleanUpSnapshotTask,  read all items before generating delete messages","Currently the CleanupSnapshot task streams manifest items using a streaming iterator.  For each item, a  delete audit message is generated.  Under the covers the manifest item streamer pulls items in 10K item pages.   If the manifest processor in the mill begins working the list before all pages have been pulled,  the manifest streamer will miss some records.    To resolve,  write entire list of content Ids to file before generating audit tasks.",Changes to users in management console does not always trigger update in duracloud,The following scenarios appear not to cause a cache update in duracloud:    1. Removing a user from an account  2. Adding a new user to an account  3. Updating a user's rights on an account.    also: double check deleting a user from all accounts works.,1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:37Z,837.819,"{""Decision"": 1}"
duracloud,5,DURACLOUD-896,DURACLOUD-917,Add SyncTool feature which allows for skipping existance checks for new content sets,"This feature allows initial transfers of data sets to proceed without the usual checks to see if the content is already in DuraCloud (since we know that it is not.) Instead, all files will simply be transferred.  The need for this feature comes from GSU. With a large set of small files (4.7 million under 1 MB), the overhead of doing the checks for each file was slowing down the overall transfer considerably.",Storage report display values are inconsistent,"The storage report charts in the DurAdmin display do not show consistent values between the line chart (historical size) and the pie charts. This inconsistency is because one of the two uses GiB (Gibibytes) and the other uses GB (Gigabytes). A GiB is 1024^3 bytes, while a GB is 1000^3 bytes.    This issue should be resolved by updating the storage reports to make use of GB rather than GiB. This will provide greater consistency.    Note that this is also an issue reported in DURACHRON-79, where the inconsistency is between the storage reports and the snapshot.",1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:38Z,838.536,"{""Decision"": 1}"
duracloud,5,DURACLOUD-998,DURACLOUD-876,Create dev AMI for  DuraCloud 4.x testing.,,Create 3.0.1 AMI,Updates: - Use 3.0.1 code baseline - Add lumberjack - Update ssh users - Root pw - SSL cert update,1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:38Z,838.642,"{""Decision"": 1}"
duracloud,5,DURACLOUD-1000,DURACLOUD-929,Improve indexing of management console database,,Multiple space selection does not work,"In DuraCloud v3.3.0, when multiple spaces are selected, the UI displays as if no spaces were selected. There is no option to delete the selected spaces or edit properties (as there was in 3.2.2 and previous versions)    To reproduce:    1. Select a space.  2. Click on the checkbox of another space.  3. The multiple space selection panel does not show up in the detail area.",1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:38Z,838.75,"{""Decision"": 1}"
duracloud,5,DURACLOUD-867,DURACLOUD-983,Space listing not being displayed in Chrome browser,"When loading the DurAdmin application in the Google Chrome browser, the list of spaces is not displayed. If there are multiple providers configured, selecting a different provider from the dropdown, and then returning to the primary provider allows the spaces listing to show up. If there is only one configured storage provider, there is no clear way to get the spaces listing to display.",Durastore:  TaskProviderFactory is not aware of global account repo,"With the recent beanstalk-oriented changes, any durastore instance can serve requests for any account.    However it appears that the TaskProviderFactoryImpl is not aware of these changes.  It is still thinking that it must be initialized externally as opposed to reading from the global account store.",-1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:38Z,839.267,"{""Decision"": -1}"
duracloud,5,DURACLOUD-1013,DURACLOUD-941,Non-admin users not able to see snapshots,"On a DuraCloud Vault instance (vault.d.o), I gave read/write permissions to two spaces to a non-admin user. Both of those spaces had snapshots (one complete, one in process). When logged in as the user, both spaces were visible, but no snapshots were displayed.    A call to the get-snapshots REST endpoint as the user shows the two expects snapshots are listed. This is likely an issue in the UI layer.",Streaming: Allow streaming URL requests for content IDs not in storage,"In order to stream mp3 files through Cloudfront, the files themselves must have the "".mp3"" file extension, but the streaming URL must be requested without the file extension. Currently, there is a check to make sure that a call to get a streaming URL corresponds to a content ID already in storage. In this case, though, the content ID and the ""stream"" ID don't quite match.    This task is to remove the check to see if a content ID is in place before a streaming URL can be requested. This should solve the problem noted above, and make it possible to pre-generate URLs for content files prior to upload, which may be useful as well.",1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:39Z,839.846,"{""Decision"": 1}"
duracloud,5,DURACLOUD-847,DURACLOUD-825,SyncTool/StoreClient failing when attempting to connect to a DuraCloud instance with a configured Glacier provider,"From ucar customer, when attempting to run the sync tool (version 2.1.0) against a DuraCloud 2.4 instance with a Glacier storage provider configured, the following error appears:  Starting up the Sync Tool ...Exception in thread ""main"" java.lang.RuntimeException: Could not create connection to DuraStore due to Error retrieving content stores. null at org.duracloud.sync.util.StoreClientUtil.createContentStore(StoreClientUtil.java:40) at org.duracloud.sync.SyncTool.startSyncManager(SyncTool.java:148) at org.duracloud.sync.SyncTool.runSyncTool(SyncTool.java:292) at org.duracloud.sync.SyncTool.main(SyncTool.java:355) Caused by: org.duracloud.error.ContentStoreException: Error retrieving content stores. null at org.duracloud.client.ContentStoreManagerImpl.getStorageAccounts(ContentStoreManagerImpl.java:164) at org.duracloud.client.ContentStoreManagerImpl.getPrimaryContentStore(ContentStoreManagerImpl.java:118) at org.duracloud.sync.util.StoreClientUtil.createContentStore(StoreClientUtil.java:37) ... 3 more Caused by: java.lang.NullPointerException at org.duracloud.storage.domain.StorageAccountManager.initialize(StorageAccountManager.java:50) at org.duracloud.client.ContentStoreManagerImpl.getStorageAccounts(ContentStoreManagerImpl.java:152) ... 5 more",S3StorageProvider: Remove dependency on a particular access key,"The S3StorageProvider makes use of the AWS access key as a prefix for bucket names, just to guarantee that the names are unique. The listing of buckets is also limited to only those with a matching access key.  Now that AWS does not make the secret key (essentially the password) available, if we were to lose the secret key, we would have to create another credential pair. If we were to do that, though, the S3StorageProvider would show an empty space listing because the new access key will not match the bucket prefix. This also currently makes it impossible to use the AWS IAM service, which is a best practice.  This task is to allow the S3StorageProvider to display and work with buckets regardless of the access key prefix. The prefix should still be used, since uniqueness is still necessary, and should still be stripped before displaying the space names for users. However, rather than requiring a specific access key, any key should work.  Since this match will likely require a regex: According to AWS docs, the Access Key ID is a 20-character, alphanumeric sequence.",-1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:39Z,840.378,"{""Decision"": -1}"
duracloud,5,DURACLOUD-971,DURACLOUD-923,Add REST API call to retrieve latest fixity report for a given space,"As discussed in DPS-123, Jim Tuttle from Duke needs a way to easily retrieve bit integrity reports generated by the DuraCloud Mill. This task is to add a new REST API call to the DuraStore API which will allow for retrieving the latest report file.",Add byte-range option to DuraStore get content REST API request,"Discussions with Ilya Kreymer from webrecorder.io have suggested that there could be an integration with that service to allow playback of WARC files directly from DuraCloud storage, which could be quite beneficial for Archive-It users storing content in DuraCloud.    In order to make this happen, the DuraStore API needs to support range requests, allowing for only portions of a file to be retrieved from storage, rather than the entire file. This is supported in S3 and OpenStack Swift, so should be something we can support across all providers.",-1,-1,1,3,2026-05-14T20:44:39Z,2026-05-14T20:58:40Z,840.769,"{""Decision"": -1}"
duracloud,5,DURACLOUD-837,DURACLOUD-942,List MD5 option for space listing function of Retrieval Tool,It would be nice to be able to optionally list all the md5s as well as the raw list of contentIds for a space.,Add support for S3 - Infrequently Accessed storage option,"According to this announcement: https://aws.amazon.com/blogs/aws/aws-storage-update-new-lower-cost-s3-storage-option-glacier-price-reduction/?sc_ichannel=em&sc_icountry=global&sc_icampaigntype=launch&sc_icampaign=em_148542750&sc_idetail=em_2049897831&ref_=pe_430550_148542750_7, Amazon is now offering the option of a lower cost S3 tier for infrequently accessed data. This task is to transition all DuraCloud content to this new option.    The best way to take advantage of S3 - IA is via bucket lifecycle policies. Because of the additional cost of content deletes in the first 30 days, it would be best to set these policies to transition content from S3 Standard storage to S3 - IA storage after the content has been stored for 30 days. This policy should be created when a new space is created (via the S3StorageProvider)    As part of this work, the current S3 task which transitions content to Reduced Redundancy storage should be replaced with a task that adds the bucket policy for S3 - IA to an existing bucket. To complete this transition, a script will need to be written which uses this task to update all current accounts.    The storage class init parameter should also be removed (from both app-config, and from the MC). It no longer makes sense to support reduced redundancy storage.",-1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:40Z,840.954,"{""Decision"": -1}"
duracloud,5,DURACLOUD-940,DURACLOUD-1013,Bit Integrity Reports are not showing up in duradmin for secondary providers.,"(from an email from bbranan)  I was looking at some bit integrity results this morning and noticed in all of the accounts I looked at (colum, icpsr, and demo), that there are no green bit integrity bars on any of the spaces in any secondary providers. I spot checked a few, and there are successful bit report entries for those spaces in the mill db, they just aren't being shown in the UI.    When I select a space on SDSC providers in duradmin, it takes a while for the space to load. It appears to be attempting to get the bit integrity report, but it fails to do so. Looking at the logs, I see consistent errors like this:    ERROR  2015/09/11 13:26:40 [ajp-bio-8009-exec-25212] (SpaceController.java:117) [populateBitIntegrityResults()] - failed to populate bit integrity results due to error:Error attempting to get bit integrity report  properties 'carissa-folder-test' due to: Response code was 500, expected value was 200. Response body value: null  org.duracloud.error.ContentStoreException: Error attempting to get bit integrity report properties 'carissa-folder-test' due to: Response code was 500, expected value was 200. Response body value: null          at org.duracloud.client.ContentStoreImpl.getBitIntegrityReportProperties(ContentStoreImpl.java:1214) ~[storeclient-3.3.0.jar:na]          at org.duracloud.duradmin.spaces.controller.SpaceController.populateBitIntegrityResults(SpaceController.java:109) [SpaceController.class:na]          at org.duracloud.duradmin.spaces.controller.SpaceController.get(SpaceController.java:96) [SpaceController.class:na]",Non-admin users not able to see snapshots,"On a DuraCloud Vault instance (vault.d.o), I gave read/write permissions to two spaces to a non-admin user. Both of those spaces had snapshots (one complete, one in process). When logged in as the user, both spaces were visible, but no snapshots were displayed.    A call to the get-snapshots REST endpoint as the user shows the two expects snapshots are listed. This is likely an issue in the UI layer.",1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:41Z,842.154,"{""Decision"": 1}"
duracloud,5,DURACLOUD-1008,DURACLOUD-903,upgrade spring security in management console,,Clicking content checkbox unexpectedly deselects after loading the content detail,Steps to reproduce:    1. Load a space in duradmin  2. Make sure no content items are selected.  3. Click on the checkbox next to a content item.  4. Notice that it is initially checked but then unchecks itself while remaining selected.,1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:41Z,842.212,"{""Decision"": 1}"
duracloud,5,DURACLOUD-838,DURACLOUD-1051,"List contents of space from a ""pre-chunked"" point of view (Retrieval Tool)","It would be handy to be able to optionally list a space contents as it  will appear when retrieved.  That is, only list contentIds as they will appear after they are restitched (do not show chunks or manifests).  It's a kind of dry run for the retrieval tool in a way.",Ensure that management console uses beanstalk settings to require https,It should work just like the duracloud elastic beanstalk.,1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:42Z,842.748,"{""Decision"": 1}"
duracloud,5,DURACLOUD-1018,DURACLOUD-895,Management Console: Deleting a user from an account is failing,HTTP Status 403 - Invalid CSRF Token 'null' was found on the request parameter '_csrf' or header 'X-CSRF-TOKEN'.    Probably is due to the fact that  CSRF tokens are on by default in the new spring security.,Synctool fails when the max file size is greater than max java integer value,"Using the synctool, uploads of files greater than Integer.MAX_VALUE fail when the max file size is set appropriately high (ie > 2 GBs).",-1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:42Z,843.29,"{""Decision"": -1}"
duracloud,5,DURACLOUD-965,DURACLOUD-916,Duradmin must use new durastore storage stats api,"Duradmin must use new durastore storage stats api rather than pulling, parsing and caching results in memory.      The ContentStore interface will need to be extended.   Duradmin code for parsing and caching storage reports must be removed.",Secure streaming cannot be turned back on in DurAdmin,"If a space is set to secure streaming it shows up in DurAdmin as having streaming turned on. If, however, you then turn streaming off via DurAdmin and later attempt to turn it back on again, it fails with an error: ""Task enable-streamingis not supported"". This works fine with a space set to open streaming.",1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T20:58:43Z,843.521,"{""Decision"": 1}"
duracloud,5,DURACLOUD-876,DURACLOUD-860,Create 3.0.1 AMI,Updates: - Use 3.0.1 code baseline - Add lumberjack - Update ssh users - Root pw - SSL cert update,Remove all services dependencies from duradmin,,1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:43Z,843.9,"{""Decision"": 1}"
duracloud,5,DURACLOUD-928,DURACLOUD-988,Allow user-level users to see bit integrity notice and manifest button,Users with USER role should be able to see the bit integrity notice and should be able to see and use the space manifest button. Currently these are only available to users with ADMIN role or above.,Ensure DuraCloud dependencies are version consistent and secure,"This task is to add two new checks to the DuraCloud dependency chain:  1. Add the dependency convergence option to the maven enforcer (https://maven.apache.org/enforcer/enforcer-rules/dependencyConvergence.html). This compares versions in the dependency tree to ensure that only a single version of any given artifact is referenced in the build.  2. Add the enforce-victims-rule to the maven enforcer (https://github.com/victims/victims-enforcer). This checks the dependency tree against a list of dependencies known to have security vulnerabilities.    After adding these requirements, there will be changes needed in the codebase to comply with any issues that are uncovered.",-1,-1,1,5,2026-05-14T20:44:39Z,2026-05-14T20:58:43Z,844.371,"{""Decision"": -1}"
duracloud,5,DURACLOUD-930,DURACLOUD-824,Turning off space streaming clears space permissions,"On a space with streaming enabled, setting streaming to off (via the UI) will cause the bucket property which maintains space permissions to be removed. This effectively deletes all space permissions (making the space and the contents of the space unavailable to anyone beyond administrators).     Note that this clearing of permissions is not immediately reflected in the UI, as the permissions set is cached.",Sync Tool: Ability to restart on system reboot,"This task is to provide a way, on Windows, Mac, and Linux systems for a Sync Tool that is running on shutdown to restart and continue running after a system restart.",1,-1,1,3,2026-05-14T20:44:39Z,2026-05-14T20:58:44Z,844.539,"{""Decision"": 1}"
duracloud,5,DURACLOUD-994,DURACLOUD-1045,Duplicate response headers from REST API,"Calling the REST API for GetContentProperties return some duplicate headers, excerpted below:    $ curl -I -u ""${DURACLOUD_USER}:${DURACLOUD_PASSWORD}"" https://${DURACLOUD_HOST}/durastore/rest-api-testing/foo2    HTTP/1.1 200 OK  Date: Tue, 05 Apr 2016 19:38:14 GMT  ETag: 26dc5f719443fb5ff49b87b3853d5d7c  ETag: 26dc5f719443fb5ff49b87b3853d5d7c  Content-MD5: 26dc5f719443fb5ff49b87b3853d5d7c  Content-MD5: 26dc5f719443fb5ff49b87b3853d5d7c  Last-Modified: 2016-04-05T18:36:52  Last-Modified: 2016-04-05T18:36:52",Use Manifest to Count items and Bytes for Glacier for Storage Stats,,-1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:45Z,845.899,"{""Decision"": -1}"
duracloud,5,DURACLOUD-890,DURACLOUD-1003,Problem running the latest synctool installer works on osx mavericks,"Michele was having trouble launching the installer 3.1.1 on Mavericks.  At first it seemed that the problem was the lack of java.  Danny had her install java 8.  Still no luck.  Danny was able to reproduce: Symptoms:   After downloading the latest synctool installer (3.1.1), double clicking on the icon appears to do nothing.  The system log is showing this output less than completely helpful output:  Sep 29 15:54:30 panna com.apple.launchd.peruser.501[241] (com.bitrock.appinstaller.81696[42342]): Job failed to exec(3) for weird reason: 13 Sep 29 15:54:30 panna Finder[259]: 8837325: Attempting to SIGCONT to pid #42342 failed, with errno=#3, or the process failed to actually start Sep 29 15:54:30 --- last message repeated 2 times ---",root URI does not  redirect to /duradmin/ in 4.0.0 on beanstalk,https://<account>.duracloud.org does not redirect to  https://<account>.duracloud.org/duradmin as it does in the current production 3.x line.,1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:46Z,846.625,"{""Decision"": 1}"
duracloud,5,DURACLOUD-864,DURACLOUD-1042,Update media streaming to work without Media Streamer service,The Media Streamer service is being removed. Media streaming still needs to work. This task is to allow the existing S3StorageProvider streaming Tasks handle the work the service used to manage.,Add CORS headers to Elastic Beanstalk config,We need to perform the same config on 4.x that we did on 3.x,1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:46Z,846.766,"{""Decision"": 1}"
duracloud,5,DURACLOUD-887,DURACLOUD-865,User IP limits,"- DuraCloud would add a new user attribute which defines an IP address or range (using CIDR notation) - Once this attribute for a user is filled out, all future attempts to log in as that user (both in DuraCloud instances and the Management Console) would require that the user be coming from that IP address or range. - Users would be able to update this attribute in the Management Console. - Note: This feature would need to support multiple IP address/range entries, as there could be 2 or 3 specific IPs where the user needs to be able to log in from.",Create AuditStorageProvider to push AuditTasks to audit queue,"An AuditStorageProvider needs to be created which is a decorator for StorageProvider. This new class will capture read and write events and write them to an SQS queue as AuditTasks, to be processed later.  Note that this item overlaps with DURACHRON-35.",1,-1,3,5,2026-05-14T20:44:39Z,2026-05-14T20:58:46Z,846.943,"{""Decision"": 1}"
duracloud,5,DURACLOUD-894,DURACLOUD-1000,Make org.duracloud.common.DateUtil  threadsafe,Neither parse nor format operations are threadsafe.,Improve indexing of management console database,,1,-1,1,2,2026-05-14T20:44:39Z,2026-05-14T20:58:46Z,847.021,"{""Decision"": 1}"
duracloud,5,DURACLOUD-1028,DURACLOUD-867,"Update Bridge dependencies to rely on latest duracloud,spring, etc.","Update dependencies for duracloud, spring, hibernate, etc.  Resolve any issues the upgrade creates.",Space listing not being displayed in Chrome browser,"When loading the DurAdmin application in the Google Chrome browser, the list of spaces is not displayed. If there are multiple providers configured, selecting a different provider from the dropdown, and then returning to the primary provider allows the spaces listing to show up. If there is only one configured storage provider, there is no clear way to get the spaces listing to display.",1,1,2,1,2026-05-14T20:44:39Z,2026-05-14T20:58:47Z,848.066,"{""Decision"": 1}"
duracloud,5,DURACLOUD-984,DURACLOUD-967,Remove classic init from DuraCloud,"As we move towards an Elastic Beanstalk oriented deployment,  we no longer need to support classic two phase init (ie xml posted to the application).",Remove storage report generation code,"Remove duraboss, reporter, report client, and any dependencies on these modules.",-1,1,3,1,2026-05-14T20:44:39Z,2026-05-14T20:58:47Z,848.132,"{""Decision"": -1}"
duracloud,5,DURACLOUD-954,DURACLOUD-965,Users with USER role should be able to view streams on open spaces,"When a space is set to open streaming (by turning streaming on via DurAdmin), any user with read access to that space should be able to view media (audio/video) that is streamed through the built-in player. Currently, this works fine for admin users, but users with only USER role just see ""Unable to stream file"" where the player should be.    This is very likely to be caused by the fact that a task call is being made to retrieve the streaming URL, but that task call is limited to admin users. A user with access to a space should be able to make the task request to stream content from that space.",Duradmin must use new durastore storage stats api,"Duradmin must use new durastore storage stats api rather than pulling, parsing and caching results in memory.      The ContentStore interface will need to be extended.   Duradmin code for parsing and caching storage reports must be removed.",-1,-1,1,3,2026-05-14T20:44:39Z,2026-05-14T20:58:47Z,848.289,"{""Decision"": -1}"
