issue_key,title,description,true_story_points,predicted_story_points,model_used,response_time,reasoning,retry_count,prediction_error,within_1_point,within_2_points,timestamp
JSW-7168,"As Patrick, I want to be able to filter my backlog to a specific version so I can easily see which stories will be included Includes adding All issues option for versions AND epics Includes adding Issues without version option Single version selection Selected version for filter should be remembered in the URL Epic numbers metadata will not be updated when filtering is active If an epic filter is active, and then a version filter is activated which excludes that epic, the epic filter will revert back to All issues option (!) Development Notes (!) Q: So shift or control click do not work for multiple select? A: (x) Not Answered Q: What if a quick filter applies a version filter? A: (x) Not Answered Q: What if an instant filter is active? A: (x) Not Answered Q: Do we want to link the order of versions to the order of issues in the backlog? A: (x) Not Answered Q: What if an epic is selected and a version which is empty is selected? Do we still drop all the issues from the filter the same ...",,5,13.0,gemini,12.12930679321289,13,,8.0,False,False,2025-09-02T19:22:19.776238
JSW-7170,"As Patrick, I want to be able to filter my backlog to a select few versions so I can see which stories will be included in them",,3,5.0,gemini,9.962546110153198,5,,2.0,False,True,2025-09-02T19:22:19.776240
JSW-7171,"As Patrick, I want to understand the progress towards a version with a single report - the chart needs to show the complete history of a version (incl scope changes) - it s a burnup chart showing total estimate vs complete estimate, total vs unestimated stories - also display count of unestimated stories - start date is defined as the day when first story from that version was added to the version (to use startDate once we have it) - also display the list of stories split into complete, incomplete, incomplete unestimated (we may want to consider adding full history later on); - each story on the list should display the epic it belongs to (!) Development Notes (!) Q: How does the chart look if it has been archived then unarchived again? A: the same Q: What if an issue is a part of multiple versions? Are there any implications for which version it is displayed in permission issues if this issue is in another project our user has no permissions to see? A: it s displayed in all of them if ...",,5,21.0,gemini,14.99091386795044,21,,16.0,False,False,2025-09-02T19:22:19.776241
JSW-7172,"As Patrick, I want to adjust release report projections to simulate and better understand what can be achieved within a version - allow the percentage calculation to be adjusted (default to 10 )",,13,8.0,gemini,11.965871334075928,8,,5.0,False,False,2025-09-02T19:22:19.776243
JSW-7254,"As a user, I would like to create an issue inside an epic when viewing an epic in JIRA The sub-task panel has a Create button to create sub-tasks quickly for an issue. It would be good to have a similar mechanism when viewing an epic, so that you can create issues for the epic. (!) Development Notes (!) Q: How does this overwrite the current project and issuetype selection of the create issue dialog? A: ( ) No overriding is done for the create issue dialog. It behaves identical to the normal dialog. Q: What happens if you open the create issue for epic and create issue dialogs one after the other? A: ( ) Multiple issue creation is supported. After all issues are created and dialog is closed, then the created issues are associated with the epic Q: What if the epic is closed? A: ( ) Issues will still be able to be associated to the epic. Q: What if the epic doesn t exist anymore? A: ( ) An error message is shown saying the issue does not exist Q: What if the epic has been changed to anot...",,3,8.0,gemini,11.229301929473877,8,,5.0,False,False,2025-09-02T19:22:19.776245
JSW-7314,"Add Atlassian Analytics events to GH All of the values below will need to be grouped by instance: - how many instances are actually activated (measurement: for every instance with GH enabled, make sure we store first visit to an instance - most likely to be secure Dashboard.jspa, which is in JIRA) - of these instances, how many find Rapid Boards (measurement: first visit to secure RapidStart.jspa in an instance) how many of the ones without GH at first had them (this necessary to have the numbers right for the following points) -- Event is gh.welcome.show - how many attempt to create a project? (measurement: opening of the dialogue to create a project) -- Event: gh.welcome.create.project.start with type in label field - how many create a project how many create a project of each type (scrum, kanban, diy) how many create sample non-sample projects? (measurement: store project_created as an event, with type associated to it, as well as if it was a sample project). -- Event: gh.welcome.cr...",,5,13.0,gemini,16.218065977096558,13,,8.0,False,False,2025-09-02T19:22:19.776246
JSW-7357,"As an administrator, I would like to be able to turn on off the Release Planning feature as a Labs Feature Surfaced in the GH Labs Configuration tab Controls the visibility of any Release Planning feature story",,1,5.0,gemini,12.961719036102295,5,,4.0,False,False,2025-09-02T19:22:19.776248
JSW-7358,"As a user, I would like for the Release Planning labs feature to be promoted on the Getting Started page For administrators: this includes a button to enable the feature For non-admins: if not enabled, show a message saying it is available and they have to ask an administrator to enable it. Once enabled: show users a Feedback button. Admins also see a link to disable the feature. Jay to provide new icon.",,1,8.0,gemini,9.931925058364868,8,,7.0,False,False,2025-09-02T19:22:19.776249
JSW-7402,"As Patrick I d like to be able to hide the versions panel State persisted in URL Default view is Versions panel is collapsed When both versions and epics panels are collapsed, show affordances that allow the user to differentiate between the two (!) Development Notes (!) Q: What if the detail view is not visible either? A: (x) Not Answered",,2,5.0,gemini,11.362307071685791,5,,3.0,False,False,2025-09-02T19:22:19.776250
JSW-7469,"Store startDate for fixVersion As Patrick, I want to be able to specify a startDate for my fixVersion when creating it so that my charts can be displayed in a reasonable way. allow to specify startDate when creating a version within GH store as date with UTC timezone",,2,5.0,gemini,10.692377090454102,5,,3.0,False,False,2025-09-02T19:22:19.776252
JSW-7585,document compatibility of GH with JIRA 6.0 (NB. dependent on Plugins 3),,1,8.0,gemini,9.781685829162598,8,,7.0,False,False,2025-09-02T19:22:19.776253
JSW-7599,"As a user, I want to be able to create a GH board straight from the JIRA create project dialog so it s easier for me This is about plugging into the plugin point exposed by JIRA and - specify the title - hijack the project post creation and redirect to GH - separate buttons for Scrum Kanban - Simplified workflow by default without option to select (!) Development Notes (!) Q: Is there differing implementation between btf and OD that we need to consider? Application permissions? A: ( ) I don t believe there should be any, these would relate to installation of GH when it s not present and will be dealt with in subsequent stories Q: What board configuration do we allow from this dialog? A: ( ) This story only covers the minimum - the user will be able to specify project name, key and project lead (all of that provided by JIRA already), and we need to create a board for that project, assuming simplified workflow Q: What happens to our old create project board dialog? A: ( ) Nothing",,5,8.0,gemini,10.745775938034058,8,,3.0,False,False,2025-09-02T19:22:19.776254
JSW-7600,"As a BTF user, I want to be able to install GH via UPM when creating a project This is to allow us to launch the UPM and install GH as the current dashboard process does. Further customisation of the process will be dealt with in a further story. Banner Text: Please install GreenHopper",,3,8.0,gemini,12.390372037887573,8,,5.0,False,False,2025-09-02T19:22:19.776259
JSW-7602,"As Patrick, I want to be able to see a projection of possible end date of a version This is to be calculated using -an average time spent per completed story point (or any other estimation statistic)- average story points per day in a given release so far, plus optimistic and pessimistic variants by adding or subtracting -one standard deviation- 10 from it. (note this was changed because we already return data for story points completed by date but not time per story, and a standard deviation was too big of a difference in most cases and didn t seem to make sense) The projections must be displayed somewhere outside of the chart as well. Released versions do not need to show projections. Show the intended release date on the chart (midnight end of the date specified). Do not show calculations of velocity in the page. Take NWD into account with the calculation of mean and SD. Tooltips for potential targets show type (optimistic, pessimistic) and date. At least 10 of total estimated work ...",,5,13.0,gemini,18.983994007110596,13,,8.0,False,False,2025-09-02T19:22:19.776261
JSW-7695,"As Patrick, I want the list of epics to reflect the current version filter When a version filter is active, the epics which are not part of that version (by way of issues) are shown as faded out These faded out epics will still be interactive (drag and drop, filter toggling) Epic numbers metadata may be updated when filtering is active If an epic filter is active, and then a version filter is activated which excludes that epic, the epic filter will revert back to All issues option If a version filter is active, and a epic filtered for a an epic which has no issues in the currently selected version is selected, both filters are active and no results are shown (!) Development Notes (!) Q: Are there still drop zones for faded epics? A: ( ) Yes Q: Will the epic unfade immediately if an issue is added? A: ( ) Yes Q: Will the epic fade immediately when an issue is removed from it? A: ( ) Yes Q: What happens if a quickfilter filters out all issues that are part of an epic? A: ( ) There will b...",,5,13.0,gemini,10.808633089065552,13,,8.0,False,False,2025-09-02T19:22:19.776262
JSW-7700,"Bring context menu to work mode - allow for multiple select (with current limitations) actions: - bulk change - open in issue nav - remove from sprint ( show the same warning as elsewhere) (!) Development Notes (!) (x) Check Interoperability with other actions on the board (while menu open, try ranking, transition, cog menu, etc) (x) Check permissions to remove from spint, bulkchange (non-admin, user without delete permission, etc) (x) Check right-click does not trigger where it shouldn t (issue in done then open detail view) (x) Scrolling - should disappear when context changes (x) Stale state - what if an issue was already removed from sprint? (need 2 users) (x) Check with various board configurations (swimlanes, kanban with releasing)",,3,21.0,gemini,12.48726511001587,21,,18.0,False,False,2025-09-02T19:22:19.776264
JSW-7753,"Swimlane by epic As Patrick, I want to use epics for swimlanes so I can see progress of each epic within a sprint more easily. Both stories and subtasks for the epics should display. Only an option for Scrum boards The swimlane presentation is similar to story task swimlane: Epic Name, possibly issue key No detail view shown for epic; clicking on swimlane selects first issue in swimlane (same as Assignee) Issues without epics shows at the bottom",,3,5.0,gemini,10.443839073181152,5,,2.0,False,True,2025-09-02T19:22:19.776266
JSW-7805,Display a invalid drop target icon on the version list when trying to assign story for a different project to a version Use the browser default cursor not allowed,,2,5.0,gemini,7.004958152770996,5,,3.0,False,False,2025-09-02T19:22:19.776267
JSW-7842,"Integrate GH install via JIRA project template The work for this is on a branch of the JIRA plugin (jira-project-templates-plugin) (!) Development Notes (!) Q: For each of the files you are modifying, what dependencies rely on or share the code you re changing? A: (x) Not Answered Q: What safeguards exist if the GH install fails or is incomplete? A: ( ) That is handled by UPM, if GH is already installed, the installer shouldn t show because GH is providing it s own project templates Q: Do we have a dependency on UPM version for this to work? If so, do we have a check in place? A: ( ) Dependency on JIRA 6.0 and the UPM it uses. Q: How does licensing work? What if GH is unlicensed? Or if a license cannot be obtained from MAC? A: ( ) If no evaluator license can be obtained, the installer will show an error and GH will be unlicensed. Q: What if a very old version of GH is already installed on the instance? A: (x) Not Answered",,3,13.0,gemini,9.762710094451904,13,,10.0,False,False,2025-09-02T19:22:19.776268
JSW-7874,"ADG GH: Resizable Detail View - For this story, Plan Mode only - Idea is that we have a draggable left side for when people need more space, similar to other products (e.g. Confluence). - This drag would be remembered per client (local storage) in terms of percentage of window size - Consider what happens when DV is dragged too far - do other columns collapse or resize - Consider whether we do two-line issue representation for backlog column Testing notes below",,5,8.0,gemini,13.230859994888306,8,,3.0,False,False,2025-09-02T19:22:19.776270
JSW-7876,"Enable GH on OD instances from the Create Project dialog COS The user will go through these steps: Click to create a project Select Scrum Kanban If GreenHopper is NOT installed, display an installation message tailored to the type of instance (BTF OD) For OnDemand, click a link to go to MAC and get the license Once license is purchased, go to welcome page for GH with create project dialog open and scrum kanban selected If user cancels, return to previous page (can create project dialog be open?) Add analytics events for every step as much as possible This should use the existing API as provided by the Internal Systems team (meaning we need to open a new page with MAC and they ll need to log in). Copy to be provided. Note to self: make sure to include a warning that you need to be the account owner to enable it. Also that the trial only works if you haven t installed GH before (otherwise you ll be charged). Copy: https: extranet.atlassian.com display GHDEV GHS-7876 OD Create Project Seq...",,3,13.0,gemini,11.873069047927856,13,,10.0,False,False,2025-09-02T19:22:19.776271
JSW-7983,"Edit startDate of a fixVersion in JIRA As Patrick, I want to be able to edit startDate for a fixVersion in JIRA so that the experience between GH and JIRA is consistent and not confusing. h4. Approach for JIRA 6.0 JIRA code base: Modify JIRA s version table to include a start date column Make the above schema change on JIRA 5.2.x branch so that downgrades continue to work. Augment the RESTful table in JIRA s Project Admin page for Versions to show this start date and allow editing of it Augment the REST representation of versions to include start date Add the start date field to the JIRA API for a Version object GH code base: Make GH aware of the capability of storing start date in either JIRA or GH, depending on the JIRA version. Migrate data stored in GH for start date to JIRA storage if available. (!) Development Notes (!) Q: How will adding a startDate to a previously released version affect the issues that apply to it? A: ( ) If a previously released version has a release date, th...",,8,21.0,gemini,10.237406969070435,21,,13.0,False,False,2025-09-02T19:22:19.776272
JSW-8014,"Display a trendline for version chart As Patrick, I want to see a trendline on the version chart so I can understand how the projection works. A C: display the trendline connecting projection to start of the version if some stories have been removed from the version after they have been completed, then the line won t match the projection and that s fine. Otherwise the trendline is a straight line.",,2,5.0,gemini,11.363643884658813,5,,3.0,False,False,2025-09-02T19:22:19.776274
JSW-8022,Adjust the shading for epic version report Use the same shades as Jay indicated in Sexy charts doc: https: extranet.atlassian.com display GHDEV GHS-7825 Sexy Chart don t display the lines on the edge of the projection,,2,3.0,gemini,9.72436785697937,3,,1.0,True,True,2025-09-02T19:22:19.776275
JSW-8023,"Use the startDate in version report calculations include the startDate for calculations in Version Report - both in the description on the top as well as on the timeline (i.e. timeline starts on the startDate) versions without startDate use the previous calculations if some stories were completed before the startDate, the completed line is adjusted at start, but are not included in the trendline calculations, nor do we display time before startDate. Notes: - we might not be happy with the result and it may end up with the code staying on a branch extra stories being created to improve it",,2,13.0,gemini,11.978657007217407,13,,11.0,False,False,2025-09-02T19:22:19.776277
JSW-8053,"As a user I want to be able to see the Epic Name as a column in Issue Navigator searches Currently, using the Epic Link column only shows the epic s issue key.",,2,5.0,gemini,10.031538963317871,5,,3.0,False,False,2025-09-02T19:22:19.776278
JSW-8137,"Update the open close epic versions panel(s) COS: Went through some variations on design before Martin suggested a 2-story-point fix for the story that is a slight deviation from the current design, but that a) pulls in hover-X to close version or epic panel b) when a panel is open, there is no left-side sideways text",,5,2.0,gemini,3.2032320499420166,2,,3.0,False,False,2025-09-02T19:22:19.776279
JSW-8164,Promote Release Planning out of labs COS: Remove the advertisement from Getting Started page Remove labs flags in code,,1,3.0,gemini,9.286679029464722,3,,2.0,False,True,2025-09-02T19:22:19.776281
JSW-8408,"Excel export - plan mode As Patrick, I want to be able to export selected stories to excel straight from GreenHopper so I can easily manipulate them the way I want. Notes: - this should use JIRA s Export to Excel feature, and respect its configuration - it should be available from the context menu",,3,5.0,gemini,14.009574890136719,5,,2.0,False,True,2025-09-02T19:22:19.776282
JSW-8450,diagram of GreenHopper data how it all works Suggested by Matt Doar: https: confluence.atlassian.com display GH GreenHopper JIRA Configuration?focusedCommentId 335479270 comment-335479270 e.g. see diagram on this page: https: confluence.atlassian.com display JIRA Configuring Fields and Screens,,3,13.0,gemini,20.817245960235596,13,,10.0,False,False,2025-09-02T19:22:19.776284
JSW-8469,"In order to be able to select report options easily, I want a better control to use When opening a dropdown menu with a large amount of options, the menu doesn t force the page to scroll. CoS: Four reports are affected: Version Report, Sprint Report, Sprint Burndown, Epic Report Control uses auto-complete, single select style No grouping of select options (!) Dev Notes (!) Q: Is the frother case-insensitive? A: yes Q: Does it search on spaces or any single char? A: Spaces no. Any character yes. Q: What happens when an invalid string is typed in? Can we do other actions? A: No Matches message, if you try to submit an invalid value it should revert to the previous selection Q: What happens when you search on closed archived sprints versions? A: same options show up as we had previously Q: Can you search as an anonymous user? A: same options show up as we had previously Q: Is the input XSS-safe? A: yes Q: How long can the input be? A: no limit, if it doesn t match then we revert to the se...",,3,8.0,gemini,11.96137285232544,8,,5.0,False,False,2025-09-02T19:22:19.776285
JSW-8471,GH updates for JIRA 6.0 ADG changes (mainly Admin nav?) plus Gadgets See https: extranet.atlassian.com display TECHWRITING ADG Changes for JIRA 6.0 Main functionality changes: admin nav? GH docs to be updated: TO DO https: confluence.atlassian.com display GH GreenHopper Administrator 27s Guide (CHILDREN) TO DO https: confluence.atlassian.com display GH GreenHopper Installation and Upgrade Guide TO DO (WILL INHERIT MINOR PAGE CHANGES IN JIRA 6.0) Gadgets - screenshots,,2,13.0,gemini,14.163098812103271,13,,11.0,False,False,2025-09-02T19:22:19.776287
JSW-8485,"Change hide nav bar shortcut Currently it s z to cycle between normal, projector and no-nav mode. Let s separate it so z toggles projector mode only (as it used to), and Ctrl Shift F toggles the hide nav bar mode. Rationale: this is consistent with how Confluence does it, and also Google Docs.",,1,5.0,gemini,7.841401815414429,5,,4.0,False,False,2025-09-02T19:22:19.776289
JSW-8491,Gather information about potential sprint conflicts What we want to get out of it: - 1 for having gh - amount of rapid boards - amount of kanban boards - amount of scrum boards - amount of sprints - amount of issues in scrum boards - amount of issues which belong to multiple sprints - amount of sprints which contain said issues - 1 if this instance had problem,,3,8.0,gemini,11.468914985656738,8,,5.0,False,False,2025-09-02T19:22:19.776290
JSW-8623,Write soke tests to measure UI performance on the plan mode Scenarios to cover: - rerank within the backlog - add to an active sprint - add to an epic - add to a version - render the context menu (both for an issue that s already selected as well as one that s deselected),,2,8.0,gemini,13.95454716682434,8,,6.0,False,False,2025-09-02T19:22:19.776292
JSW-8662,"Assign a story to future sprint As Patrick I want to be able to assign a story to a future sprint so that it s query-able (via sprint id). A C: 1. I am able to create future sprints which I can assign issues to 2. I m able to remove future sprints and the issues are removed from them 3. I m able to move issues between future sprints and out of future sprints and the db is updated accordingly 4. The backlog shows all future sprints, regardless of whether they are empty or not Notes: - as part of this, the necessary DB work to enable future sprints needs to happen (!) Dev Notes (!) h4. Functionality that changes: - Send to Top (from JIRA) - Sprint dragging will not include filtered issues Q: What happens if a sprint becomes orphaned aka all assigned boards are deleted? A: (x) Not Answered Q: What if the sprint s owning board was deleted but it was visible on a second board? A: (x) Not Answered Q: What if a non-visible orphaned sprint was included in the filter of a new board? Is it reass...",,13,21.0,gemini,15.530051946640015,21,,8.0,False,False,2025-09-02T19:22:19.776293
JSW-8665,"Autocomplete for Epic Link in JQL As Patrick, I want to be able to see autocomplete when querying Epic Link in JQL so that it s easy to write queries without making spelling mistakes.",,3,5.0,gemini,10.85039496421814,5,,2.0,False,True,2025-09-02T19:22:19.776295
JSW-8666,"Add an issue to an Epic from JIRA when no other issues have been added to it yet As Patrick, I want to be able to add an issue to an empty epic when in JIRA so that I can fill it in easily. Notes: This can be achieved either via issue operation or always showing the existing issues in epic panel",,1,5.0,gemini,11.221686840057373,5,,4.0,False,False,2025-09-02T19:22:19.776296
JSW-8667,"Allow to set resolution in Simplified Workflow As Patrick, I want to be able to specify which statuses transitions to which trigger the resolution field to be set to done so that my issues have any resolution at all. Solution 1. Allow for a tickbox per status, which makes the global transition to that status set the resolution to Done . 2. Unmapped statuses will also display this information (not necessarily the option to change it) 3. During the conversion to simplified workflow, the user will be presented with the default choice of statuses from the Done column selected for the resolution but should be able to override it before finishing the conversion. Note that this will help people who are migrating as well as ones who have already migrated to simplified workflow. (!) Dev Notes (!) Q: Is this changed in GreenHopper Configuration? A: ( ) Its board specific so its in board configuration. Q: How do we display the valid options as a part of the simplify dialog? A: ( ) With a multi se...",,8,13.0,gemini,10.072649002075195,13,,5.0,False,False,2025-09-02T19:22:19.776298
JSW-8745,"Expose GH defaults as an API Currently other plugins can t access GH defaults such as Epic Issue Type or default custom field ids, and as a result can t do stuff where this is information is needed. Add a new API that exposes this information to be consumable in java",,2,8.0,gemini,12.491779088973999,8,,6.0,False,False,2025-09-02T19:22:19.776299
JSW-8746,GH further ADG updates DONE https: confluence.atlassian.com display GH Configuring a Board PLUS CHILDREN DONE https: confluence.atlassian.com display GH Creating a Board POSTPONE UNTIL JIRA 6.0 https: confluence.atlassian.com display GH GreenHopper Administrator 27s Guide (CHILDREN) POSTPONE UNTIL JIRA 6.0 https: confluence.atlassian.com display GH GreenHopper Installation and Upgrade Guide,,2,8.0,gemini,20.271316289901733,8,,6.0,False,False,2025-09-02T19:22:19.776301
JSW-8942,"Flagging on stories as swimlanes in work mode This needs to cover wallboards too. CoS: Right click context menu should be available for parent issue swimlane The menu only contains one option which is to Add or Remove Flag (depending on state) Menu is only opened when right-clicking not on a control inside the swimlane (i.e. not on the issue key, not on the transition , not on the twixie) The option should be available via Cog menu (already present) Flagged state needs to be visible in Wallboard Gadget (!) Dev Notes (!) Q: What if the JQL swimlane is defined as a single issue? A: You can t flag it Q: Does it work if the swimlane is collapsed expanded? A: It still appears as flagged and you can still flag it. Q: Does it work in all supported browsers? A: yes",,2,13.0,gemini,11.154117107391357,13,,11.0,False,False,2025-09-02T19:22:19.776303
JSW-8974,"Wizard-like Create Board dialog As Patrick, I want to be guided when creating a board so I don t get lost in the process. CoS: - The dialog consists of three parts: -- Board type (Scrum, Kanban) -- Project Filter (create new project, choose existing, specify saved filter) -- leftovers: sample data on off, workflow (JIRA vs GH Simplified) - this dialog replaces the existing ones present in: -- create new scrum board -- create new kanban board -- create new DIY board -- the dialog available from the cog menu (incl Manage Boards) - the DIY option is removed from the Getting Started screen as it is effectively obsolete - if Scrum or Kanban mode is chosen from the Getting Started screen, then the wizard should start at step 2 (i.e. we already know if it s scrum or kanban) - the text inviting you to create new project or choose existing on Getting Started needs rewording so it simply opens the dialog -- remove the two 1 and 2 things and replace with just 1 . - the link to create a sample pro...",,8,21.0,gemini,13.003283262252808,21,,13.0,False,False,2025-09-02T19:22:19.776305
JSW-9132,Update close icon in Detail View to be a font icon,,1,2.0,gemini,9.929980278015137,2,,1.0,True,True,2025-09-02T19:22:19.776306
JSW-9349,"In order to be better aware of the sprint markers migration, as an administrator I want to see a banner when GH 6.3 is installed CoS: Simple text banner communicating that this release contains migration and that administrators need to be aware of what s happening. Link to Upgrade Notes Migration docs Appears on every JIRA page once only Appears for every administrator user. Needs to stack well with other potential banners that JIRA provides. If the user installs GH for the first time and has no boards, or all the boards are already migrated, then we don t want to see this message. (!) Dev Notes (!) Q: Does the banner show up for every user, or just admins? A: ( ) Just system et regular admins Q: Does it show only once, or does it persist? A: ( ) Once Q: Does it still display if GreenHopper is unlicensed? A: ( ) No Q: Does it display even with the redirect to Getting Started? A: ( ) Yes Q: Does it display for anonymous users? A: ( ) No",,2,8.0,gemini,15.560877084732056,8,,6.0,False,False,2025-09-02T19:22:19.776307
JSW-9488,Change visual treatment on issue count in swimlane header to not use AUI badge See attached screenshot. Should be 12px Small text from ADG: https: developer.atlassian.com design typography.html edit: currently there is no filtering treatment,,1,2.0,gemini,9.52286958694458,2,,1.0,True,True,2025-09-02T19:22:19.776308
JSW-9559,"Quick filters should collapse into a ... Show more reveal pattern when they will wrap to more than one line We should use a pattern similar to the Reveal text pattern from the ADG. When there are more Quick Filters than there is horizontal screen space (eg. the screen is not wide enough, and they will wrap), we hide the remaining ones and display a ... Show more link as the last Quick Filter. Clicking ... Show more will reveal the rest of the Quick Filters ... Show more will now change to say Show less instead The default state for all users is the collapsed state Whether the Filters are collapsed or all shown is persistent on a user level Reordering the Quick Filters stays the same as it is today When the header is collapsed (z on the keyboard), the behaviour stays the same.",,3,8.0,gemini,20.477598905563354,8,,5.0,False,False,2025-09-02T19:22:19.776309
JSW-14574,Change activity stream documentation regarding repository commits It is not clear in the documentation for activity stream https: confluence.atlassian.com display JIRA Adding the Activity Stream Gadget which commits from repositories in DVCS accounts are shown. It seems that only ones with smart commits linking to JIRA issues appear in activity stream.,,4,8.0,gemini,12.899058818817139,8,,4.0,False,False,2025-09-02T19:22:19.776310
JSW-14350,As a writer I want to create multiple articles so that they can be published,,3,21.0,gemini,12.228219747543335,21,,18.0,False,False,2025-09-02T19:22:19.776311
JSW-14367,As a reviewer to be able to review articles and add comments,,3,8.0,gemini,12.346455097198486,8,,5.0,False,False,2025-09-02T19:22:19.776312
JSW-14368,As a reviewer I want to have an account so that i can review an article,,4,8.0,gemini,10.332502841949463,8,,4.0,False,False,2025-09-02T19:22:19.776313
JSW-14348,As an Admin I want to be able to assign roles,,4,5.0,gemini,11.5691819190979,5,,1.0,True,True,2025-09-02T19:22:19.776314
JSW-14353,As an Admin I want to create Writer accounts,,4,5.0,gemini,9.365125179290771,5,,1.0,True,True,2025-09-02T19:22:19.776315
JSW-14355,As an Admin I want to create Reviewer accounts,,4,5.0,gemini,7.525734901428223,5,,1.0,True,True,2025-09-02T19:22:19.776316
JSW-14361,As an Admin I want to create MediaManager accounts,,4,5.0,gemini,10.339468002319336,5,,1.0,True,True,2025-09-02T19:22:19.776317
