issuekey_A,title_A,description_A,text_A,issuekey_B,title_B,description_B,text_B,Y
USERGRID-580,Docs for new Central Usergrid SSO feature,"This should be documented, it's a nice new feature for Usergrid 1.0.2.","Docs for new Central Usergrid SSO feature This should be documented, it's a nice new feature for Usergrid 1.0.2.",DM-4561,Local LSST IaM Meeting,,Local LSST IaM Meeting ,1
USERGRID-581,Implement ability to createItemInCollection using the graph.,This should fix the broken test in the EntityManagerIt labeled: ownershipScopeCorrect,Implement ability to createItemInCollection using the graph. This should fix the broken test in the EntityManagerIt labeled: ownershipScopeCorrect,TISTUD-1436,Packaging of Android module fails to copy built module to destination,"# Create a new Android mobile module project  # Attempt to package it for a project or a folder on disk (it probably also fails for the Titanium SDK)  # It appears to work, but fails to copy the file to the destination, with the following error:  {code}    (Build 1.0.0.qualifier) [ERROR]  Could not move: /Users/ingo/Documents/Aptana_Studio_3_Workspace/asdasd/dist/app.bapp-android-0.1.zip.  org.eclipse.core.runtime.CoreException: Could not move: /Users/ingo/Documents/Aptana_Studio_3_Workspace/asdasd/dist/app.bapp-android-0.1.zip.    org.eclipse.core.internal.filesystem.Policy.error(Policy.java:55)    org.eclipse.core.filesystem.provider.FileStore.move(FileStore.java:415)    org.eclipse.core.internal.filesystem.local.LocalFile.move(LocalFile.java:352)    com.appcelerator.titanium.mobile.module.launching.ModulePackagerUtil.processModule(ModulePackagerUtil.java:75)    com.appcelerator.titanium.mobile.module.launching.AndroidModulePackageLaunchConfigurationDelegate$1.run(AndroidModulePackageLaunchConfigurationDelegate.java:104)    java.lang.Thread.run(Thread.java:680)  Caused by: org.eclipse.core.runtime.CoreException: Could not write file: /Users/ingo/Documents/Aptana_Studio_3_Workspace/testMobile/dist/app.bapp-android-0.1.zip.    org.eclipse.core.internal.filesystem.Policy.error(Policy.java:55)    org.eclipse.core.internal.filesystem.local.LocalFile.openOutputStream(LocalFile.java:391)    org.eclipse.core.filesystem.provider.FileStore.copyFile(FileStore.java:221)    org.eclipse.core.filesystem.provider.FileStore.copy(FileStore.java:143)    org.eclipse.core.internal.filesystem.local.LocalFile.copy(LocalFile.java:111)    org.eclipse.core.filesystem.provider.FileStore.move(FileStore.java:410)  	... 4 more  Caused by: java.io.FileNotFoundException: /Users/ingo/Documents/Aptana_Studio_3_Workspace/testMobile/dist/app.bapp-android-0.1.zip (No such file or directory)    java.io.FileOutputStream.open(Native Method)    java.io.FileOutputStream.<init>(FileOutputStream.java:194)    org.eclipse.core.internal.filesystem.local.LocalFile.openOutputStream(LocalFile.java:382)  	... 8 more  {code}    The issue appears to be the fact it's copying it from inside /dest, but that it attempts to copy it into a /dest subfolder as well, which doesn't exist.","Packaging of Android module fails to copy built module to destination # Create a new Android mobile module project  # Attempt to package it for a project or a folder on disk (it probably also fails for the Titanium SDK)  # It appears to work, but fails to copy the file to the destination, with the following error:  {code}    (Build 1.0.0.qualifier) [ERROR]  Could not move: /Users/ingo/Documents/Aptana_Studio_3_Workspace/asdasd/dist/app.bapp-android-0.1.zip.  org.eclipse.core.runtime.CoreException: Could not move: /Users/ingo/Documents/Aptana_Studio_3_Workspace/asdasd/dist/app.bapp-android-0.1.zip.    org.eclipse.core.internal.filesystem.Policy.error(Policy.java:55)    org.eclipse.core.filesystem.provider.FileStore.move(FileStore.java:415)    org.eclipse.core.internal.filesystem.local.LocalFile.move(LocalFile.java:352)    com.appcelerator.titanium.mobile.module.launching.ModulePackagerUtil.processModule(ModulePackagerUtil.java:75)    com.appcelerator.titanium.mobile.module.launching.AndroidModulePackageLaunchConfigurationDelegate$1.run(AndroidModulePackageLaunchConfigurationDelegate.java:104)    java.lang.Thread.run(Thread.java:680)  Caused by: org.eclipse.core.runtime.CoreException: Could not write file: /Users/ingo/Documents/Aptana_Studio_3_Workspace/testMobile/dist/app.bapp-android-0.1.zip.    org.eclipse.core.internal.filesystem.Policy.error(Policy.java:55)    org.eclipse.core.internal.filesystem.local.LocalFile.openOutputStream(LocalFile.java:391)    org.eclipse.core.filesystem.provider.FileStore.copyFile(FileStore.java:221)    org.eclipse.core.filesystem.provider.FileStore.copy(FileStore.java:143)    org.eclipse.core.internal.filesystem.local.LocalFile.copy(LocalFile.java:111)    org.eclipse.core.filesystem.provider.FileStore.move(FileStore.java:410)  	... 4 more  Caused by: java.io.FileNotFoundException: /Users/ingo/Documents/Aptana_Studio_3_Workspace/testMobile/dist/app.bapp-android-0.1.zip (No such file or directory)    java.io.FileOutputStream.open(Native Method)    java.io.FileOutputStream.<init>(FileOutputStream.java:194)    org.eclipse.core.internal.filesystem.local.LocalFile.openOutputStream(LocalFile.java:382)  	... 8 more  {code}    The issue appears to be the fact it's copying it from inside /dest, but that it attempts to copy it into a /dest subfolder as well, which doesn't exist.",-1
USERGRID-582,Test Not Passing: CollectionIT Tests,,Test Not Passing: CollectionIT Tests ,STUDIO-2979,Combining all transformers into a single component.,"Currently all transformer components are listed separately, however, combining them into a single component after which the particular type of transformation can be selected will greatly simplify usability.","Combining all transformers into a single component. Currently all transformer components are listed separately, however, combining them into a single component after which the particular type of transformation can be selected will greatly simplify usability.",-1
USERGRID-584,Test Not Passing: staleIndexCleanup,Seems like all of the stale entities aren't being cleaned up. ,Test Not Passing: staleIndexCleanup Seems like all of the stale entities aren't being cleaned up. ,DM-6668,Data Backbone conops: develop engineering considerations for BOE for work package,"Based on the data backbone services conops, develop a list of engineering considerations for making a BOE for the data backbone planning package.","Data Backbone conops: develop engineering considerations for BOE for work package Based on the data backbone services conops, develop a list of engineering considerations for making a BOE for the data backbone planning package.",-1
USERGRID-585,Test migration from old index format to new,Test migration from old index format to new,Test migration from old index format to new Test migration from old index format to new,TIMOB-20354,Windows: Support Ti.Blob.imageWith* methods,Support:  http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageWithAlpha  http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageWithRoundedCorner  http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageWithTransparentBorder,Windows: Support Ti.Blob.imageWith* methods Support:  http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageWithAlpha  http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageWithRoundedCorner  http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageWithTransparentBorder,-1
USERGRID-586,Test app_info migration,,Test app_info migration ,XD-3443,User wants a task status command to retrieve all task & Job info for the running or completed job,,User wants a task status command to retrieve all task & Job info for the running or completed job ,-1
USERGRID-587,Test Not Passing: IteratingQueryIT + collectionIT,,Test Not Passing: IteratingQueryIT + collectionIT ,DM-4280,Bootcamp meeting,IAM group attended DM bootcamp,Bootcamp meeting IAM group attended DM bootcamp,-1
USERGRID-588,Test and confirm Raw Push Notifications on Windows,,Test and confirm Raw Push Notifications on Windows ,TISTUD-2570,Installer: full installer links should always have content,http://preview.appcelerator.com/studio/ full installers for mac and windows are dead:    http://preview.appcelerator.com/appcelerator/studio/standalone/install/rc/Titanium_Studio.exe    {code}  Not Found    The requested URL /appcelerator/studio/standalone/install/rc/Titanium_Studio.exe was not found on this server.  {code}    http://preview.appcelerator.com/appcelerator/studio/standalone/install/rc/Titanium_Studio.dmg    {code}  Not Found    The requested URL /appcelerator/studio/standalone/install/rc/Titanium_Studio.dmg was not found on this server.  {code}    Steps to Reproduce:    1. Go to http://preview.appcelerator.com/studio/  2. Download the full installers for Windows 7 and OSX.    Actual Result:    Dead links.    Expected Result:    Alive links.,Installer: full installer links should always have content http://preview.appcelerator.com/studio/ full installers for mac and windows are dead:    http://preview.appcelerator.com/appcelerator/studio/standalone/install/rc/Titanium_Studio.exe    {code}  Not Found    The requested URL /appcelerator/studio/standalone/install/rc/Titanium_Studio.exe was not found on this server.  {code}    http://preview.appcelerator.com/appcelerator/studio/standalone/install/rc/Titanium_Studio.dmg    {code}  Not Found    The requested URL /appcelerator/studio/standalone/install/rc/Titanium_Studio.dmg was not found on this server.  {code}    Steps to Reproduce:    1. Go to http://preview.appcelerator.com/studio/  2. Download the full installers for Windows 7 and OSX.    Actual Result:    Dead links.    Expected Result:    Alive links.,-1
USERGRID-589,Complete SNS/SQS async indexing api,Publish to SNS Consume from SQS  Complete the SQS indexing impl with the new message endpoint  add new interface for sqs vs in memory service   ,Complete SNS/SQS async indexing api Publish to SNS Consume from SQS  Complete the SQS indexing impl with the new message endpoint  add new interface for sqs vs in memory service   ,TISTUD-6514,Allow selecting the base repo and branch for a pull request,"We allow generating Pull Requests from a forked repo. It currently assumes a lot and I'm bumping against the limitations now. It assumes that the current branch is the ""compare"" on the current repo. That seems fine to keep. The problem is that we can't change the base, which is hard-coded to be the parent repo (that the fork came off of) and that repo's default branch.    At the very least we should allow selecting the base branch. Ideally we'd also allow changing the base repo to any repo in the network of forks.","Allow selecting the base repo and branch for a pull request We allow generating Pull Requests from a forked repo. It currently assumes a lot and I'm bumping against the limitations now. It assumes that the current branch is the ""compare"" on the current repo. That seems fine to keep. The problem is that we can't change the base, which is hard-coded to be the parent repo (that the fork came off of) and that repo's default branch.    At the very least we should allow selecting the base branch. Ideally we'd also allow changing the base repo to any repo in the network of forks.",-1
USERGRID-592,[SPIKE] Investigate support for Central Usergrid SSO in the Portal,"If Central Usergrid then the Portal should redirect the user to the central Usergrid instance for login/registration.    And, when the Portal gets an Admin User token from the Central Usergrid SSO system, the Portal must validate it against the Usergrid system with which it is configured to work.    This is a spike to design a possible solution for SSO support in portal.","[SPIKE] Investigate support for Central Usergrid SSO in the Portal If Central Usergrid then the Portal should redirect the user to the central Usergrid instance for login/registration.    And, when the Portal gets an Admin User token from the Central Usergrid SSO system, the Portal must validate it against the Usergrid system with which it is configured to work.    This is a spike to design a possible solution for SSO support in portal.",APSTUD-2252,Warn user if they are creating project in an area with pre-existing files,"{html}<div><p>This change should apply to <em>all</em> new project wizards we  support.</p>  <p>If a user unchecks the ""use default location"" checkbox, provide  a warning message right below the location field indicating if the  location in question already has pre-existing files. Since the path  can be long, make sure it's easy to see the full path to which the  user is saving the project.</p></div>{html}","Warn user if they are creating project in an area with pre-existing files {html}<div><p>This change should apply to <em>all</em> new project wizards we  support.</p>  <p>If a user unchecks the ""use default location"" checkbox, provide  a warning message right below the location field indicating if the  location in question already has pre-existing files. Since the path  can be long, make sure it's easy to see the full path to which the  user is saving the project.</p></div>{html}",1
USERGRID-593,Implement Read by Graph Edges for no Query,"When no query is specified, we should read by graph edges, and not read via elasticsearch.  The low level seek logic exists.  The relationManager simply needs to wire this functionality in.  A new Graph I/O interface should be created to cleanly implement and test this.","Implement Read by Graph Edges for no Query When no query is specified, we should read by graph edges, and not read via elasticsearch.  The low level seek logic exists.  The relationManager simply needs to wire this functionality in.  A new Graph I/O interface should be created to cleanly implement and test this.",DM-4426,measure Image rendering time to display at web UI,"Measure the image rendering time, reach the goal of 1 second.","measure Image rendering time to display at web UI Measure the image rendering time, reach the goal of 1 second.",-1
USERGRID-595,Hystrix/Cassandra exception falsely reported,"API response of HystrixCassandra error is being reported when ElasticSearch takes too long (not cassandra): {""error"":""hystrix_runtime"",""timestamp"":1429979394729,""duration"":0,""error_description"":""HystrixCassandra$1 timed-out and no fallback available."",""exception"":""com.netflix.hystrix.exception.HystrixRuntimeException""}    This can be reproduced by attaching a debugger and pausing in EsEntityIndexBatchImpl.execute","Hystrix/Cassandra exception falsely reported API response of HystrixCassandra error is being reported when ElasticSearch takes too long (not cassandra): {""error"":""hystrix_runtime"",""timestamp"":1429979394729,""duration"":0,""error_description"":""HystrixCassandra$1 timed-out and no fallback available."",""exception"":""com.netflix.hystrix.exception.HystrixRuntimeException""}    This can be reproduced by attaching a debugger and pausing in EsEntityIndexBatchImpl.execute",TIMOB-18562,Windows: Database module doesn't properly clean up ResultSets or guard against accessing fields after being closed,"We need to do a better job of finalizing result sets for the user, doing so in destructors. We need to check the status of closing the DB to ensure we're really closing it.    If a result set is closed and the user calls field, or fieldByName, it will cause a crash because we don't guard against accessing a finalized prepared statement.","Windows: Database module doesn't properly clean up ResultSets or guard against accessing fields after being closed We need to do a better job of finalizing result sets for the user, doing so in destructors. We need to check the status of closing the DB to ensure we're really closing it.    If a result set is closed and the user calls field, or fieldByName, it will cause a crash because we don't guard against accessing a finalized prepared statement.",-1
USERGRID-596,Confirm PUT by Name Does not Fetch/Query ES,We are seeing a large number of fetches/queries when we are doing PUT by name.  This creates load on ES and therefore makes indexing take longer.  We should make sure we're not hitting ES for PUT by name.,Confirm PUT by Name Does not Fetch/Query ES We are seeing a large number of fetches/queries when we are doing PUT by name.  This creates load on ES and therefore makes indexing take longer.  We should make sure we're not hitting ES for PUT by name.,MESOS-1671,Expose executor metrics for slave.,Expose the following metrics:    slave/executors_registering  slave/executors_running  slave/executors_terminating  slave/executors_terminated,Expose executor metrics for slave. Expose the following metrics:    slave/executors_registering  slave/executors_running  slave/executors_terminating  slave/executors_terminated,-1
USERGRID-598,Merge two-dot-o-dev into two-dot-o,,Merge two-dot-o-dev into two-dot-o ,DM-6647,Adapt qa analysis script to apply corrections measured by meas_mosaic,DM-2674 involves getting HSC's {{meas_mosaic}} working with the LSST stack.  This issue consists of adapting the analysis.py script of DM-4393 & DM-4730 to (optionally) apply the astrometric and photometric solutions derived running {{meas_mosaic}} to the individual visits before comparison.  This is useful in general and is specifically useful in comparing the {{meas_mosaic}} results between the HSC and LSST stacks.,Adapt qa analysis script to apply corrections measured by meas_mosaic DM-2674 involves getting HSC's {{meas_mosaic}} working with the LSST stack.  This issue consists of adapting the analysis.py script of DM-4393 & DM-4730 to (optionally) apply the astrometric and photometric solutions derived running {{meas_mosaic}} to the individual visits before comparison.  This is useful in general and is specifically useful in comparing the {{meas_mosaic}} results between the HSC and LSST stacks.,1
USERGRID-599,Cannot get events after they have been posted,"After posting an event to the event collection, there is no way to get the individual event back out, or query for the event. Attatched is a sample of creating an event in ""sandbox"", and immediately trying to retrieve it:    Alans-MacBook-Air:~ ApigeeCorporation$curl -X POST https://api.usergrid.com/twyder/sandbox/events -d '{""timestamp"": 0, ""counters"" : {""mycounter_20"":1}}'   {    ""action"" : ""post"",    ""application"" : ""93554305-3e6a-11e2-9141-02e81ae640dc"",    ""params"" : { },    ""path"" : ""/events"",    ""uri"" : ""https://api.usergrid.com/twyder/sandbox/events"",    ""entities"" : [ {      ""uuid"" : ""c06510a0-83a4-182e-ba26-7f45da741a63"",      ""type"" : ""event"",      ""created"" : 1430241847214,      ""modified"" : 1430241847214,      ""timestamp"" : 1430241847214,      ""counters"" : {        ""mycounter_20"" : 1      },      ""message"" : null,      ""metadata"" : {        ""path"" : ""/events/c06510a0-83a4-182e-ba26-7f45da741a63""      }    } ],    ""timestamp"" : 1430241847212,    ""duration"" : 16,    ""organization"" : ""twyder"",    ""applicationName"" : ""sandbox""  }Alans-MacBook-Air:~ ApigeeCorporation$ curl -X GET https://api.usergrid.com/twyder/sandbox/events/c06510a0-83a4-182e-ba26-7f45da741a63  {""error"":""service_resource_not_found"",""timestamp"":1430241876216,""duration"":0,""exception"":""org.apache.usergrid.services.exceptions.ServiceResourceNotFAlans-MacBook-AAlans-MacBooAlAlA","Cannot get events after they have been posted After posting an event to the event collection, there is no way to get the individual event back out, or query for the event. Attatched is a sample of creating an event in ""sandbox"", and immediately trying to retrieve it:    Alans-MacBook-Air:~ ApigeeCorporation$curl -X POST https://api.usergrid.com/twyder/sandbox/events -d '{""timestamp"": 0, ""counters"" : {""mycounter_20"":1}}'   {    ""action"" : ""post"",    ""application"" : ""93554305-3e6a-11e2-9141-02e81ae640dc"",    ""params"" : { },    ""path"" : ""/events"",    ""uri"" : ""https://api.usergrid.com/twyder/sandbox/events"",    ""entities"" : [ {      ""uuid"" : ""c06510a0-83a4-182e-ba26-7f45da741a63"",      ""type"" : ""event"",      ""created"" : 1430241847214,      ""modified"" : 1430241847214,      ""timestamp"" : 1430241847214,      ""counters"" : {        ""mycounter_20"" : 1      },      ""message"" : null,      ""metadata"" : {        ""path"" : ""/events/c06510a0-83a4-182e-ba26-7f45da741a63""      }    } ],    ""timestamp"" : 1430241847212,    ""duration"" : 16,    ""organization"" : ""twyder"",    ""applicationName"" : ""sandbox""  }Alans-MacBook-Air:~ ApigeeCorporation$ curl -X GET https://api.usergrid.com/twyder/sandbox/events/c06510a0-83a4-182e-ba26-7f45da741a63  {""error"":""service_resource_not_found"",""timestamp"":1430241876216,""duration"":0,""exception"":""org.apache.usergrid.services.exceptions.ServiceResourceNotFAlans-MacBook-AAlans-MacBooAlAlA",BAM-7660,Ensure Artifacts upgrade task gives decent errors and can be rerun,This may already be catered for but:    Its possible that moving artifact files will run out of disk space in the middle.  We should make sure that the upgrade task dies elegantly and its possible to recover. e.g. (just re-run the upgrade task and it picks up where it left off.),Ensure Artifacts upgrade task gives decent errors and can be rerun This may already be catered for but:    Its possible that moving artifact files will run out of disk space in the middle.  We should make sure that the upgrade task dies elegantly and its possible to recover. e.g. (just re-run the upgrade task and it picks up where it left off.),1
USERGRID-601,Test Usergrid Central SSO,,Test Usergrid Central SSO ,DM-4241,Implement bulk updating of secondary index in Qserv,"Provide a service in Qserv to support creation or modification of secondary index objectID-chunk pairs in bulk, to support data loading.","Implement bulk updating of secondary index in Qserv Provide a service in Qserv to support creation or modification of secondary index objectID-chunk pairs in bulk, to support data loading.",-1
USERGRID-602,Test Import / Export of Admin Users,,Test Import / Export of Admin Users ,DM-2430,Make qserv server-side log messages more standard,"Qserv server-side Python logging appears to mostly use a common format: ""{{%(asctime)s %(name)s %(levelname)s: %(message)s}}"".  It also mostly uses a common date format: ""{{%m/%d/%Y %I:%M:%S}}"".  But I see instances of: * ""{{%(asctime)s %(levelname)s %(message)s}}"" * ""{{%(asctime)s - %(name)s - %(levelname)s - %(message)s}}"" *  ""{{%(asctime)s \{%(pathname)s:%(lineno)d\} %(levelname)s %(message)s}}"" * and now, after DM-2176, ""{{%(asctime)s \[PID:%(process)d\] \[%(levelname)s\] (%(funcName)s() at %(filename)s:%(lineno)d) %(name)s: %(message)s}}""  Unless these are used in very different contexts, it will aid automated log processing for them to be more standardized.  In addition, the date format is unacceptable as it does not use RFC 3339 (ISO8601) format and does not include a timezone indicator (which means the default {{datefmt}} is insufficient).  This must be fixed.  See also DM-1203.","Make qserv server-side log messages more standard Qserv server-side Python logging appears to mostly use a common format: ""{{%(asctime)s %(name)s %(levelname)s: %(message)s}}"".  It also mostly uses a common date format: ""{{%m/%d/%Y %I:%M:%S}}"".  But I see instances of: * ""{{%(asctime)s %(levelname)s %(message)s}}"" * ""{{%(asctime)s - %(name)s - %(levelname)s - %(message)s}}"" *  ""{{%(asctime)s \{%(pathname)s:%(lineno)d\} %(levelname)s %(message)s}}"" * and now, after DM-2176, ""{{%(asctime)s \[PID:%(process)d\] \[%(levelname)s\] (%(funcName)s() at %(filename)s:%(lineno)d) %(name)s: %(message)s}}""  Unless these are used in very different contexts, it will aid automated log processing for them to be more standardized.  In addition, the date format is unacceptable as it does not use RFC 3339 (ISO8601) format and does not include a timezone indicator (which means the default {{datefmt}} is insufficient).  This must be fixed.  See also DM-1203.",1
USERGRID-604,Spike: Core test suite should complete in Maven,,Spike: Core test suite should complete in Maven ,DM-1433,"SUI install Qserv and test DB, enable access to catalogs for SUI team members",Install Qserv and test DB in local hosts.  Enable SUI team members to access the catalogs. ,"SUI install Qserv and test DB, enable access to catalogs for SUI team members Install Qserv and test DB in local hosts.  Enable SUI team members to access the catalogs. ",-1
USERGRID-606,Implement Async Indexing on New Edge,,Implement Async Indexing on New Edge ,DM-5821,Intermittent fault building ci_hsc through Jenkins,"Occasionally (see e.g. [here|https://ci.lsst.codes/job/stack-os-matrix/label=centos-7/10437//console] and [here|https://ci.lsst.codes/job/stack-os-matrix/label=centos-6/9594//console]) the {{ci_hsc}} job in Jenkins fails, reporting:  {code}  RuntimeError: dictionary changed size during iteration  {code}  The fault seems to be intermittent. Please fix it.","Intermittent fault building ci_hsc through Jenkins Occasionally (see e.g. [here|https://ci.lsst.codes/job/stack-os-matrix/label=centos-7/10437//console] and [here|https://ci.lsst.codes/job/stack-os-matrix/label=centos-6/9594//console]) the {{ci_hsc}} job in Jenkins fails, reporting:  {code}  RuntimeError: dictionary changed size during iteration  {code}  The fault seems to be intermittent. Please fix it.",-1
USERGRID-607,Implement Deleting Edge out of index,querying es for all edges deleting in bulk async using async index service ,Implement Deleting Edge out of index querying es for all edges deleting in bulk async using async index service ,DM-6178,Add eups version for Qserv for stack package version,"For stack packaged Qserv version, version needs to be retrieved and added to monitor.yaml using next command:    dev@clrinfopc04:~/src/qserv$ eups list qserv -s -V  LOCAL:/home/dev/src/qserv    Indeed, pkgautorversion doesn't work in this case, I.e. with no git repos","Add eups version for Qserv for stack package version For stack packaged Qserv version, version needs to be retrieved and added to monitor.yaml using next command:    dev@clrinfopc04:~/src/qserv$ eups list qserv -s -V  LOCAL:/home/dev/src/qserv    Indeed, pkgautorversion doesn't work in this case, I.e. with no git repos",-1
USERGRID-608,Refactor/Complete Delete Entity in 2.1,can o worms  refactor cp relation manager into async service  async == async event service starts process  look at indexingservice    ,Refactor/Complete Delete Entity in 2.1 can o worms  refactor cp relation manager into async service  async == async event service starts process  look at indexingservice    ,DURACLOUD-868,Upgrade from Maven2 to Maven3,Upgrade from Maven2 to Maven3. Update POMs to be compatible with Maven3.  Fix all build warnings and errors.,Upgrade from Maven2 to Maven3 Upgrade from Maven2 to Maven3. Update POMs to be compatible with Maven3.  Fix all build warnings and errors.,-1
USERGRID-609,Document the new IO framework,,Document the new IO framework ,TDQ-4534,"after Import Patterns,  the DQ Repository view do not  refreshed automatically","after Import Patterns,  the DQ Repository view do not  refreshed, so could not find the import pattern, the user have to refresh himself","after Import Patterns,  the DQ Repository view do not  refreshed automatically after Import Patterns,  the DQ Repository view do not  refreshed, so could not find the import pattern, the user have to refresh himself",-1
USERGRID-612,Test Not Passing:  EntityConnectionsIT,,Test Not Passing:  EntityConnectionsIT ,XD-3507,Upgrade to spring boot 1.3,Upgrade dependencies to Spring Boot 1.3.x,Upgrade to spring boot 1.3 Upgrade dependencies to Spring Boot 1.3.x,-1
USERGRID-613,Reindex endpoint should not be case-sensitive,the reindex endpoint: http://localhost:8080/system/index/rebuild/a34ad389-b626-11e4-848f-06b49118d7d0/Storelatlons    does not work due to case sensitivity.,Reindex endpoint should not be case-sensitive the reindex endpoint: http://localhost:8080/system/index/rebuild/a34ad389-b626-11e4-848f-06b49118d7d0/Storelatlons    does not work due to case sensitivity.,XD-2552,Add support to override CF Configs specific to custom module location in HDFS,"As a CF user, I'd like to have the ability to override the HDFS location so that I can change where the custom module _uber-jar_ can be stored and retrieved. ","Add support to override CF Configs specific to custom module location in HDFS As a CF user, I'd like to have the ability to override the HDFS location so that I can change where the custom module _uber-jar_ can be stored and retrieved. ",-1
USERGRID-614,Refactor compaction operations to be declarative in 2.1,"Currently our event system originates from too may points.  Both GraphManager and CollectionManager fire events for compaction.  This is causing issues with our event orchestration when we aggregate events in the core tier. A quick refactor needs to occur.  The following will need to happen.    1) Define new compaction interfaces on the EntityCollectionManager and GraphManager    2) Refactor the existing code to be invoked on these events    3) Invoke the compaction at a higher level.  Mark will sill occur, compaction will be deferred to the runtime. This allows a separate distributed subsystem to be created.     ","Refactor compaction operations to be declarative in 2.1 Currently our event system originates from too may points.  Both GraphManager and CollectionManager fire events for compaction.  This is causing issues with our event orchestration when we aggregate events in the core tier. A quick refactor needs to occur.  The following will need to happen.    1) Define new compaction interfaces on the EntityCollectionManager and GraphManager    2) Refactor the existing code to be invoked on these events    3) Invoke the compaction at a higher level.  Mark will sill occur, compaction will be deferred to the runtime. This allows a separate distributed subsystem to be created.     ",MDL-43911,Behat - add an option to take page dumps,Handy when you're trying to track down an issue with xpaths:  * set behat_contentdump_path  * run your failing test  * copy/move the html file produced to your behat site  * view in your browser  * inspect the page immediately before it failed,Behat - add an option to take page dumps Handy when you're trying to track down an issue with xpaths:  * set behat_contentdump_path  * run your failing test  * copy/move the html file produced to your behat site  * view in your browser  * inspect the page immediately before it failed,-1
USERGRID-616,Queries using greater/less than on float fields fail,,Queries using greater/less than on float fields fail ,APSTUD-4821,Pasting a file into a project does not ask for confirmation when there is an existing file with the same name,# Have two projects with a file name 'a.html' in each.  # Copy the file on one project and paste it into the other.    Expected: an overwrite confirmation.    Result: the file is overwritten without any warning.,Pasting a file into a project does not ask for confirmation when there is an existing file with the same name # Have two projects with a file name 'a.html' in each.  # Copy the file on one project and paste it into the other.    Expected: an overwrite confirmation.    Result: the file is overwritten without any warning.,-1
USERGRID-617,Queries using order by on float fields result in incorrect ordering ,,Queries using order by on float fields result in incorrect ordering  ,CLOV-1236,Add 'clover.enabled' system property,If set to 'false' it should disable recording of the coverage data at runtime.,Add 'clover.enabled' system property If set to 'false' it should disable recording of the coverage data at runtime.,1
USERGRID-618,Additional testing of Usergrid SSO,,Additional testing of Usergrid SSO ,DM-650,Migrate database trac pages to Confluence,Need to migrate Qserv trac pages to Confluence.,Migrate database trac pages to Confluence Need to migrate Qserv trac pages to Confluence.,-1
